actor_id,first_name,film_id
8,MATTHEW,769
8,MATTHEW,771
8,MATTHEW,859
8,MATTHEW,895
8,MATTHEW,936
9,JOE,30
9,JOE,74
9,JOE,147
9,JOE,148
9,JOE,191
9,JOE,200
9,JOE,204
9,JOE,434
9,JOE,510
9,JOE,514
9,JOE,552
9,JOE,650
9,JOE,671
9,JOE,697
9,JOE,722
9,JOE,752
9,JOE,811
9,JOE,815
9,JOE,865
9,JOE,873
9,JOE,889
9,JOE,903
9,JOE,926
9,JOE,964
9,JOE,974
10,CHRISTIAN,1
10,CHRISTIAN,9
10,CHRISTIAN,191
10,CHRISTIAN,236
10,CHRISTIAN,251
10,CHRISTIAN,366
10,CHRISTIAN,477
10,CHRISTIAN,480
10,CHRISTIAN,522
10,CHRISTIAN,530
10,CHRISTIAN,587
10,CHRISTIAN,694
10,CHRISTIAN,703
10,CHRISTIAN,716
10,CHRISTIAN,782
10,CHRISTIAN,914
10,CHRISTIAN,929
10,CHRISTIAN,930
10,CHRISTIAN,964
10,CHRISTIAN,966
10,CHRISTIAN,980
10,CHRISTIAN,983
11,ZERO,118
11,ZERO,205
11,ZERO,281
11,ZERO,283
11,ZERO,348
11,ZERO,364
11,ZERO,395
11,ZERO,429
11,ZERO,433
11,ZERO,453
11,ZERO,485
11,ZERO,532
11,ZERO,567
11,ZERO,587
11,ZERO,597
11,ZERO,636
11,ZERO,709
11,ZERO,850
11,ZERO,854
11,ZERO,888
11,ZERO,896
11,ZERO,928
11,ZERO,938
11,ZERO,969
11,ZERO,988
12,KARL,16
12,KARL,17
12,KARL,34
12,KARL,37
12,KARL,91
12,KARL,92
12,KARL,107
12,KARL,155
12,KARL,177
12,KARL,208
12,KARL,213
12,KARL,216
12,KARL,243
12,KARL,344
12,KARL,400
12,KARL,416
12,KARL,420
12,KARL,457
12,KARL,513
12,KARL,540
12,KARL,593
12,KARL,631
12,KARL,635
12,KARL,672
12,KARL,716
12,KARL,728
12,KARL,812
12,KARL,838
12,KARL,871
12,KARL,880
12,KARL,945
13,UMA,17
13,UMA,29
13,UMA,45
13,UMA,87
13,UMA,110
13,UMA,144
13,UMA,154
13,UMA,162
13,UMA,203
13,UMA,254
13,UMA,337
13,UMA,346
13,UMA,381
13,UMA,385
13,UMA,427
13,UMA,456
13,UMA,513
13,UMA,515
13,UMA,522
13,UMA,524
13,UMA,528
13,UMA,571
13,UMA,588
13,UMA,597
13,UMA,600
13,UMA,718
13,UMA,729
13,UMA,816
13,UMA,817
13,UMA,832
13,UMA,833
13,UMA,843
13,UMA,897
13,UMA,966
13,UMA,998
14,VIVIEN,154
14,VIVIEN,187
14,VIVIEN,232
14,VIVIEN,241
14,VIVIEN,253
14,VIVIEN,255
14,VIVIEN,258
14,VIVIEN,284
14,VIVIEN,292
14,VIVIEN,370
14,VIVIEN,415
14,VIVIEN,417
14,VIVIEN,418
14,VIVIEN,454
14,VIVIEN,472
14,VIVIEN,475
14,VIVIEN,495
14,VIVIEN,536
14,VIVIEN,537
14,VIVIEN,612
14,VIVIEN,688
14,VIVIEN,759
14,VIVIEN,764
14,VIVIEN,847
14,VIVIEN,856
14,VIVIEN,890
14,VIVIEN,908
14,VIVIEN,919
14,VIVIEN,948
14,VIVIEN,970
15,CUBA,31
15,CUBA,89
15,CUBA,91
15,CUBA,108
15,CUBA,125
15,CUBA,236
15,CUBA,275
15,CUBA,280
15,CUBA,326
15,CUBA,342
15,CUBA,414
15,CUBA,445
15,CUBA,500
15,CUBA,502
15,CUBA,541
15,CUBA,553
15,CUBA,594
15,CUBA,626
15,CUBA,635
15,CUBA,745
15,CUBA,783
15,CUBA,795
15,CUBA,817
15,CUBA,886
15,CUBA,924
15,CUBA,949
15,CUBA,968
15,CUBA,985
16,FRED,80
16,FRED,87
16,FRED,101
16,FRED,121
16,FRED,155
16,FRED,177
16,FRED,218
16,FRED,221
16,FRED,267
16,FRED,269
16,FRED,271
16,FRED,280
16,FRED,287
16,FRED,345
16,FRED,438
16,FRED,453
16,FRED,455
16,FRED,456
16,FRED,503
16,FRED,548
16,FRED,582
16,FRED,583
16,FRED,717
16,FRED,758
16,FRED,779
16,FRED,886
16,FRED,967
17,HELEN,96
17,HELEN,119
17,HELEN,124
17,HELEN,127
17,HELEN,154
17,HELEN,199
17,HELEN,201
17,HELEN,236
17,HELEN,280
17,HELEN,310
17,HELEN,313
17,HELEN,378
17,HELEN,457
17,HELEN,469
17,HELEN,478
17,HELEN,500
17,HELEN,515
17,HELEN,521
17,HELEN,573
17,HELEN,603
17,HELEN,606
17,HELEN,734
17,HELEN,770
17,HELEN,794
17,HELEN,800
17,HELEN,853
17,HELEN,873
17,HELEN,874
17,HELEN,880
17,HELEN,948
17,HELEN,957
17,HELEN,959
18,DAN,44
18,DAN,84
18,DAN,144
18,DAN,172
18,DAN,268
18,DAN,279
18,DAN,280
18,DAN,321
18,DAN,386
18,DAN,460
18,DAN,462
18,DAN,484
18,DAN,536
18,DAN,561
18,DAN,612
18,DAN,717
18,DAN,808
18,DAN,842
18,DAN,863
18,DAN,883
18,DAN,917
18,DAN,944
19,BOB,2
19,BOB,3
19,BOB,144
19,BOB,152
19,BOB,182
19,BOB,208
19,BOB,212
19,BOB,217
19,BOB,266
19,BOB,404
19,BOB,428
19,BOB,473
19,BOB,490
19,BOB,510
19,BOB,513
19,BOB,644
19,BOB,670
19,BOB,673
19,BOB,711
19,BOB,750
19,BOB,752
19,BOB,756
19,BOB,771
19,BOB,785
19,BOB,877
20,LUCILLE,1
20,LUCILLE,54
20,LUCILLE,63
20,LUCILLE,140
20,LUCILLE,146
20,LUCILLE,165
20,LUCILLE,231
20,LUCILLE,243
20,LUCILLE,269
20,LUCILLE,274
20,LUCILLE,348
20,LUCILLE,366
20,LUCILLE,445
20,LUCILLE,478
20,LUCILLE,492
20,LUCILLE,499
20,LUCILLE,527
20,LUCILLE,531
20,LUCILLE,538
20,LUCILLE,589
20,LUCILLE,643
20,LUCILLE,652
20,LUCILLE,663
20,LUCILLE,714
20,LUCILLE,717
20,LUCILLE,757
20,LUCILLE,784
20,LUCILLE,863
20,LUCILLE,962
20,LUCILLE,977
21,KIRSTEN,6
21,KIRSTEN,87
21,KIRSTEN,88
21,KIRSTEN,142
21,KIRSTEN,159
21,KIRSTEN,179
21,KIRSTEN,253
21,KIRSTEN,281
21,KIRSTEN,321
21,KIRSTEN,398
21,KIRSTEN,426
21,KIRSTEN,429
21,KIRSTEN,497
21,KIRSTEN,507
21,KIRSTEN,530
21,KIRSTEN,680
21,KIRSTEN,686
21,KIRSTEN,700
21,KIRSTEN,702
21,KIRSTEN,733
21,KIRSTEN,734
21,KIRSTEN,798
21,KIRSTEN,804
21,KIRSTEN,887
21,KIRSTEN,893
21,KIRSTEN,920
21,KIRSTEN,983
22,ELVIS,9
22,ELVIS,23
22,ELVIS,56
22,ELVIS,89
22,ELVIS,111
22,ELVIS,146
22,ELVIS,291
22,ELVIS,294
22,ELVIS,349
22,ELVIS,369
22,ELVIS,418
22,ELVIS,430
22,ELVIS,483
22,ELVIS,491
22,ELVIS,495
22,ELVIS,536
22,ELVIS,600
22,ELVIS,634
22,ELVIS,648
22,ELVIS,688
22,ELVIS,731
22,ELVIS,742
22,ELVIS,775
22,ELVIS,802
22,ELVIS,912
22,ELVIS,964
23,SANDRA,6
23,SANDRA,42
23,SANDRA,78
23,SANDRA,105
23,SANDRA,116
23,SANDRA,117
23,SANDRA,125
23,SANDRA,212
23,SANDRA,226
23,SANDRA,235
23,SANDRA,254
23,SANDRA,367
23,SANDRA,370
23,SANDRA,414
23,SANDRA,419
23,SANDRA,435
23,SANDRA,449
23,SANDRA,491
23,SANDRA,536
23,SANDRA,549
23,SANDRA,636
23,SANDRA,649
23,SANDRA,673
23,SANDRA,691
23,SANDRA,766
23,SANDRA,782
23,SANDRA,804
23,SANDRA,820
23,SANDRA,826
23,SANDRA,833
23,SANDRA,842
23,SANDRA,853
23,SANDRA,855
23,SANDRA,856
23,SANDRA,935
23,SANDRA,981
23,SANDRA,997
24,CAMERON,3
24,CAMERON,83
24,CAMERON,112
24,CAMERON,126
24,CAMERON,148
24,CAMERON,164
24,CAMERON,178
24,CAMERON,194
24,CAMERON,199
24,CAMERON,242
24,CAMERON,256
24,CAMERON,277
24,CAMERON,335
24,CAMERON,405
24,CAMERON,463
24,CAMERON,515
24,CAMERON,585
24,CAMERON,603
24,CAMERON,653
24,CAMERON,704
24,CAMERON,781
24,CAMERON,829
24,CAMERON,832
24,CAMERON,969
25,KEVIN,21
25,KEVIN,86
25,KEVIN,153
25,KEVIN,179
25,KEVIN,204
25,KEVIN,213
25,KEVIN,226
25,KEVIN,245
25,KEVIN,311
25,KEVIN,404
25,KEVIN,411
25,KEVIN,420
25,KEVIN,538
25,KEVIN,564
25,KEVIN,583
25,KEVIN,606
25,KEVIN,688
25,KEVIN,697
25,KEVIN,755
25,KEVIN,871
25,KEVIN,914
26,RIP,9
26,RIP,21
26,RIP,34
26,RIP,90
26,RIP,93
26,RIP,103
26,RIP,147
26,RIP,186
26,RIP,201
26,RIP,225
26,RIP,241
26,RIP,327
26,RIP,329
26,RIP,340
26,RIP,345
26,RIP,390
26,RIP,392
26,RIP,529
26,RIP,544
26,RIP,564
26,RIP,635
26,RIP,644
26,RIP,682
26,RIP,688
26,RIP,715
26,RIP,732
26,RIP,758
26,RIP,764
26,RIP,795
26,RIP,821
26,RIP,885
26,RIP,904
26,RIP,906
27,JULIA,19
27,JULIA,34
27,JULIA,85
27,JULIA,150
27,JULIA,172
27,JULIA,273
27,JULIA,334
27,JULIA,347
27,JULIA,359
27,JULIA,398
27,JULIA,415
27,JULIA,462
27,JULIA,477
27,JULIA,500
27,JULIA,503
27,JULIA,540
27,JULIA,586
27,JULIA,593
27,JULIA,637
27,JULIA,679
27,JULIA,682
27,JULIA,695
27,JULIA,771
27,JULIA,805
27,JULIA,830
27,JULIA,854
27,JULIA,873
27,JULIA,880
27,JULIA,889
27,JULIA,904
27,JULIA,967
27,JULIA,986
27,JULIA,996
28,WOODY,14
28,WOODY,43
28,WOODY,58
28,WOODY,74
28,WOODY,96
28,WOODY,107
28,WOODY,259
28,WOODY,263
28,WOODY,287
28,WOODY,358
28,WOODY,502
28,WOODY,508
28,WOODY,532
28,WOODY,551
28,WOODY,574
28,WOODY,597
28,WOODY,619
28,WOODY,625
28,WOODY,652
28,WOODY,679
28,WOODY,743
28,WOODY,790
28,WOODY,793
28,WOODY,816
28,WOODY,827
28,WOODY,835
28,WOODY,879
28,WOODY,908
28,WOODY,953
28,WOODY,973
28,WOODY,994
29,ALEC,10
29,ALEC,79
29,ALEC,105
29,ALEC,110
29,ALEC,131
29,ALEC,133
29,ALEC,172
29,ALEC,226
29,ALEC,273
29,ALEC,282
29,ALEC,296
29,ALEC,311
29,ALEC,335
29,ALEC,342
29,ALEC,436
29,ALEC,444
29,ALEC,449
29,ALEC,462
29,ALEC,482
29,ALEC,488
29,ALEC,519
29,ALEC,547
29,ALEC,590
29,ALEC,646
29,ALEC,723
29,ALEC,812
29,ALEC,862
29,ALEC,928
29,ALEC,944
30,SANDRA,1
30,SANDRA,53
30,SANDRA,64
30,SANDRA,69
30,SANDRA,77
30,SANDRA,87
30,SANDRA,260
30,SANDRA,262
30,SANDRA,286
30,SANDRA,292
30,SANDRA,301
30,SANDRA,318
30,SANDRA,321
30,SANDRA,357
30,SANDRA,565
30,SANDRA,732
30,SANDRA,797
30,SANDRA,838
30,SANDRA,945
31,SISSY,88
31,SISSY,146
31,SISSY,163
31,SISSY,164
31,SISSY,188
31,SISSY,299
31,SISSY,308
31,SISSY,368
31,SISSY,380
31,SISSY,431
31,SISSY,585
31,SISSY,637
31,SISSY,700
31,SISSY,739
31,SISSY,793
31,SISSY,802
31,SISSY,880
31,SISSY,978
32,TIM,65
32,TIM,84
32,TIM,103
32,TIM,112
32,TIM,136
32,TIM,197
32,TIM,199
32,TIM,219
32,TIM,309
32,TIM,312
32,TIM,401
32,TIM,427
32,TIM,431
32,TIM,523
32,TIM,567
32,TIM,585
32,TIM,606
32,TIM,651
32,TIM,667
32,TIM,669
32,TIM,815
32,TIM,928
32,TIM,980
33,MILLA,56
33,MILLA,112
33,MILLA,135
33,MILLA,154
33,MILLA,214
33,MILLA,252
33,MILLA,305
33,MILLA,306
33,MILLA,473
33,MILLA,489
33,MILLA,574
33,MILLA,618
33,MILLA,667
33,MILLA,694
33,MILLA,712
33,MILLA,735
33,MILLA,737
33,MILLA,754
33,MILLA,775
33,MILLA,878
33,MILLA,881
33,MILLA,965
33,MILLA,972
33,MILLA,993
34,AUDREY,43
34,AUDREY,90
34,AUDREY,119
34,AUDREY,125
34,AUDREY,172
34,AUDREY,182
34,AUDREY,244
34,AUDREY,336
34,AUDREY,389
34,AUDREY,393
34,AUDREY,438
34,AUDREY,493
34,AUDREY,502
34,AUDREY,525
34,AUDREY,668
34,AUDREY,720
34,AUDREY,779
34,AUDREY,788
34,AUDREY,794
34,AUDREY,836
34,AUDREY,846
34,AUDREY,853
34,AUDREY,929
34,AUDREY,950
34,AUDREY,971
35,JUDY,10
35,JUDY,35
35,JUDY,52
35,JUDY,201
35,JUDY,256
35,JUDY,389
35,JUDY,589
35,JUDY,612
35,JUDY,615
35,JUDY,707
35,JUDY,732
35,JUDY,738
35,JUDY,748
35,JUDY,817
35,JUDY,914
36,BURT,15
36,BURT,81
36,BURT,171
36,BURT,231
36,BURT,245
36,BURT,283
36,BURT,380
36,BURT,381
36,BURT,387
36,BURT,390
36,BURT,410
36,BURT,426
36,BURT,427
36,BURT,453
36,BURT,466
36,BURT,484
36,BURT,493
36,BURT,499
36,BURT,569
36,BURT,590
36,BURT,600
36,BURT,714
36,BURT,715
36,BURT,716
36,BURT,731
36,BURT,875
36,BURT,915
36,BURT,931
36,BURT,956
37,VAL,10
37,VAL,12
37,VAL,19
37,VAL,118
37,VAL,119
37,VAL,122
37,VAL,146
37,VAL,204
37,VAL,253
37,VAL,260
37,VAL,277
37,VAL,317
37,VAL,467
37,VAL,477
37,VAL,485
37,VAL,508
37,VAL,529
37,VAL,553
37,VAL,555
37,VAL,572
37,VAL,588
37,VAL,662
37,VAL,663
37,VAL,694
37,VAL,697
37,VAL,785
37,VAL,839
37,VAL,840
37,VAL,853
37,VAL,900
37,VAL,925
37,VAL,963
37,VAL,966
37,VAL,989
37,VAL,997
38,TOM,24
38,TOM,111
38,TOM,160
38,TOM,176
38,TOM,223
38,TOM,241
38,TOM,274
38,TOM,335
38,TOM,338
38,TOM,353
38,TOM,448
38,TOM,450
38,TOM,458
38,TOM,501
38,TOM,516
38,TOM,547
38,TOM,583
38,TOM,618
38,TOM,619
38,TOM,705
38,TOM,793
38,TOM,827
38,TOM,839
38,TOM,853
38,TOM,876
39,GOLDIE,71
39,GOLDIE,73
39,GOLDIE,168
39,GOLDIE,203
39,GOLDIE,222
39,GOLDIE,290
39,GOLDIE,293
39,GOLDIE,320
39,GOLDIE,415
39,GOLDIE,425
39,GOLDIE,431
39,GOLDIE,456
39,GOLDIE,476
39,GOLDIE,559
39,GOLDIE,587
39,GOLDIE,598
39,GOLDIE,606
39,GOLDIE,648
39,GOLDIE,683
39,GOLDIE,689
39,GOLDIE,696
39,GOLDIE,700
39,GOLDIE,703
39,GOLDIE,736
39,GOLDIE,772
39,GOLDIE,815
39,GOLDIE,831
39,GOLDIE,920
40,JOHNNY,1
40,JOHNNY,11
40,JOHNNY,34
40,JOHNNY,107
40,JOHNNY,128
40,JOHNNY,163
40,JOHNNY,177
40,JOHNNY,223
40,JOHNNY,233
40,JOHNNY,326
40,JOHNNY,374
40,JOHNNY,394
40,JOHNNY,396
40,JOHNNY,463
40,JOHNNY,466
40,JOHNNY,494
40,JOHNNY,521
40,JOHNNY,723
40,JOHNNY,737
40,JOHNNY,744
40,JOHNNY,747
40,JOHNNY,754
40,JOHNNY,799
40,JOHNNY,835
40,JOHNNY,868
40,JOHNNY,869
40,JOHNNY,887
40,JOHNNY,933
40,JOHNNY,938
41,JODIE,4
41,JODIE,60
41,JODIE,69
41,JODIE,86
41,JODIE,100
41,JODIE,150
41,JODIE,159
41,JODIE,194
41,JODIE,203
41,JODIE,212
41,JODIE,230
41,JODIE,249
41,JODIE,252
41,JODIE,305
41,JODIE,336
41,JODIE,383
41,JODIE,544
41,JODIE,596
41,JODIE,657
41,JODIE,674
41,JODIE,678
41,JODIE,721
41,JODIE,724
41,JODIE,779
41,JODIE,784
41,JODIE,799
41,JODIE,894
41,JODIE,912
41,JODIE,942
42,TOM,24
42,TOM,139
42,TOM,309
42,TOM,320
42,TOM,333
42,TOM,500
42,TOM,502
42,TOM,505
42,TOM,527
42,TOM,535
42,TOM,546
42,TOM,568
42,TOM,648
42,TOM,665
42,TOM,673
42,TOM,687
42,TOM,713
42,TOM,738
42,TOM,798
42,TOM,861
42,TOM,865
42,TOM,867
42,TOM,876
42,TOM,890
42,TOM,907
42,TOM,922
42,TOM,932
43,KIRK,19
43,KIRK,42
43,KIRK,56
43,KIRK,89
43,KIRK,105
43,KIRK,147
43,KIRK,161
43,KIRK,180
43,KIRK,239
43,KIRK,276
43,KIRK,330
43,KIRK,344
43,KIRK,359
43,KIRK,377
43,KIRK,410
43,KIRK,462
43,KIRK,533
43,KIRK,598
43,KIRK,605
43,KIRK,608
43,KIRK,621
43,KIRK,753
43,KIRK,827
43,KIRK,833
43,KIRK,917
43,KIRK,958
44,NICK,58
44,NICK,84
44,NICK,88
44,NICK,94
44,NICK,109
44,NICK,176
44,NICK,242
44,NICK,273
44,NICK,322
44,NICK,420
44,NICK,434
44,NICK,490
44,NICK,591
44,NICK,598
44,NICK,604
44,NICK,699
44,NICK,751
44,NICK,784
44,NICK,825
44,NICK,854
44,NICK,875
44,NICK,878
44,NICK,883
44,NICK,896
44,NICK,902
44,NICK,937
44,NICK,944
44,NICK,952
44,NICK,982
44,NICK,998
45,REESE,18
45,REESE,65
45,REESE,66
45,REESE,115
45,REESE,117
45,REESE,164
45,REESE,187
45,REESE,198
45,REESE,219
45,REESE,330
45,REESE,407
45,REESE,416
45,REESE,463
45,REESE,467
45,REESE,484
45,REESE,502
45,REESE,503
45,REESE,508
45,REESE,537
45,REESE,680
45,REESE,714
45,REESE,767
45,REESE,778
45,REESE,797
45,REESE,810
45,REESE,895
45,REESE,900
45,REESE,901
45,REESE,920
45,REESE,925
45,REESE,975
45,REESE,978
46,PARKER,38
46,PARKER,51
46,PARKER,174
46,PARKER,254
46,PARKER,296
46,PARKER,319
46,PARKER,407
46,PARKER,448
46,PARKER,456
46,PARKER,463
46,PARKER,478
46,PARKER,538
46,PARKER,540
46,PARKER,567
46,PARKER,731
46,PARKER,766
46,PARKER,768
46,PARKER,820
46,PARKER,829
46,PARKER,830
46,PARKER,836
46,PARKER,889
46,PARKER,980
46,PARKER,991
47,JULIA,25
47,JULIA,36
47,JULIA,53
47,JULIA,67
47,JULIA,172
47,JULIA,233
47,JULIA,273
47,JULIA,351
47,JULIA,385
47,JULIA,484
47,JULIA,508
47,JULIA,576
47,JULIA,670
47,JULIA,734
47,JULIA,737
47,JULIA,770
47,JULIA,777
47,JULIA,787
47,JULIA,790
47,JULIA,913
47,JULIA,923
47,JULIA,924
47,JULIA,944
47,JULIA,973
48,FRANCES,99
48,FRANCES,101
48,FRANCES,134
48,FRANCES,150
48,FRANCES,164
48,FRANCES,211
48,FRANCES,245
48,FRANCES,267
48,FRANCES,287
48,FRANCES,295
48,FRANCES,312
48,FRANCES,315
48,FRANCES,345
48,FRANCES,349
48,FRANCES,428
48,FRANCES,506
48,FRANCES,545
48,FRANCES,559
48,FRANCES,570
48,FRANCES,599
48,FRANCES,645
48,FRANCES,705
48,FRANCES,757
48,FRANCES,792
48,FRANCES,922
48,FRANCES,926
49,ANNE,31
49,ANNE,151
49,ANNE,195
49,ANNE,207
49,ANNE,250
49,ANNE,282
49,ANNE,348
49,ANNE,391
49,ANNE,400
49,ANNE,407
49,ANNE,423
49,ANNE,433
49,ANNE,469
49,ANNE,506
49,ANNE,542
49,ANNE,558
49,ANNE,579
49,ANNE,595
49,ANNE,662
49,ANNE,709
49,ANNE,716
49,ANNE,725
49,ANNE,729
49,ANNE,811
49,ANNE,927
49,ANNE,977
49,ANNE,980
50,NATALIE,111
50,NATALIE,178
50,NATALIE,243
50,NATALIE,248
50,NATALIE,274
50,NATALIE,288
50,NATALIE,303
50,NATALIE,306
50,NATALIE,327
50,NATALIE,372
50,NATALIE,401
50,NATALIE,417
50,NATALIE,420
50,NATALIE,437
50,NATALIE,476
50,NATALIE,504
50,NATALIE,520
50,NATALIE,552
50,NATALIE,591
50,NATALIE,621
50,NATALIE,632
50,NATALIE,645
50,NATALIE,672
50,NATALIE,717
50,NATALIE,732
50,NATALIE,795
50,NATALIE,829
50,NATALIE,840
50,NATALIE,897
50,NATALIE,918
50,NATALIE,924
50,NATALIE,957
51,GARY,5
51,GARY,63
51,GARY,103
51,GARY,112
51,GARY,121
51,GARY,153
51,GARY,395
51,GARY,408
51,GARY,420
51,GARY,461
51,GARY,490
51,GARY,525
51,GARY,627
51,GARY,678
51,GARY,733
51,GARY,734
51,GARY,737
51,GARY,750
51,GARY,847
51,GARY,891
51,GARY,895
51,GARY,940
51,GARY,974
51,GARY,990
51,GARY,993
52,CARMEN,20
52,CARMEN,92
52,CARMEN,96
52,CARMEN,108
52,CARMEN,203
52,CARMEN,249
52,CARMEN,341
52,CARMEN,376
52,CARMEN,388
52,CARMEN,407
52,CARMEN,424
52,CARMEN,474
52,CARMEN,515
52,CARMEN,517
52,CARMEN,584
52,CARMEN,596
52,CARMEN,664
52,CARMEN,675
52,CARMEN,689
52,CARMEN,714
52,CARMEN,812
52,CARMEN,878
52,CARMEN,879
52,CARMEN,915
52,CARMEN,951
52,CARMEN,999
53,MENA,1
53,MENA,9
53,MENA,51
53,MENA,58
53,MENA,109
53,MENA,122
53,MENA,126
53,MENA,181
53,MENA,256
53,MENA,268
53,MENA,285
53,MENA,307
53,MENA,358
53,MENA,386
53,MENA,447
53,MENA,465
53,MENA,490
53,MENA,492
53,MENA,508
53,MENA,518
53,MENA,573
53,MENA,576
53,MENA,577
53,MENA,697
53,MENA,725
53,MENA,727
53,MENA,937
53,MENA,947
53,MENA,961
53,MENA,980
54,PENELOPE,84
54,PENELOPE,129
54,PENELOPE,150
54,PENELOPE,184
54,PENELOPE,285
54,PENELOPE,292
54,PENELOPE,301
54,PENELOPE,348
54,PENELOPE,489
54,PENELOPE,510
54,PENELOPE,524
54,PENELOPE,546
54,PENELOPE,600
54,PENELOPE,636
54,PENELOPE,649
54,PENELOPE,658
54,PENELOPE,754
54,PENELOPE,764
54,PENELOPE,842
54,PENELOPE,858
54,PENELOPE,861
54,PENELOPE,913
54,PENELOPE,970
54,PENELOPE,988
54,PENELOPE,990
55,FAY,8
55,FAY,27
55,FAY,75
55,FAY,197
55,FAY,307
55,FAY,320
55,FAY,340
55,FAY,403
55,FAY,485
55,FAY,486
55,FAY,603
55,FAY,612
55,FAY,620
55,FAY,709
55,FAY,776
55,FAY,790
55,FAY,815
55,FAY,827
55,FAY,930
55,FAY,963
56,DAN,63
56,DAN,87
56,DAN,226
56,DAN,236
56,DAN,298
56,DAN,307
56,DAN,354
56,DAN,383
56,DAN,417
56,DAN,421
56,DAN,457
56,DAN,462
56,DAN,474
56,DAN,521
56,DAN,593
56,DAN,728
56,DAN,750
56,DAN,769
56,DAN,781
56,DAN,795
56,DAN,844
56,DAN,851
56,DAN,862
56,DAN,868
56,DAN,892
56,DAN,893
56,DAN,936
56,DAN,965
57,JUDE,16
57,JUDE,34
57,JUDE,101
57,JUDE,114
57,JUDE,122
57,JUDE,134
57,JUDE,144
57,JUDE,153
57,JUDE,192
57,JUDE,213
57,JUDE,258
57,JUDE,267
57,JUDE,317
57,JUDE,340
57,JUDE,393
57,JUDE,437
57,JUDE,447
57,JUDE,502
57,JUDE,592
57,JUDE,605
57,JUDE,637
57,JUDE,685
57,JUDE,707
57,JUDE,714
57,JUDE,717
57,JUDE,737
57,JUDE,767
57,JUDE,852
57,JUDE,891
57,JUDE,918
58,CHRISTIAN,48
58,CHRISTIAN,68
58,CHRISTIAN,119
58,CHRISTIAN,128
58,CHRISTIAN,135
