actor_id,first_name,film_id,title
9,JOE,873,"SWEETHEARTS SUSPECTS"
9,JOE,889,"TIES HUNGER"
9,JOE,903,"TRAFFIC HOBBIT"
9,JOE,926,"UNTOUCHABLES SUNRISE"
9,JOE,964,"WATERFRONT DELIVERANCE"
9,JOE,974,"WILD APOLLO"
10,CHRISTIAN,1,"ACADEMY DINOSAUR"
10,CHRISTIAN,9,"ALABAMA DEVIL"
10,CHRISTIAN,191,"CROOKED FROGMEN"
10,CHRISTIAN,236,"DIVINE RESURRECTION"
10,CHRISTIAN,251,"DRAGONFLY STRANGERS"
10,CHRISTIAN,366,"GOLDFINGER SENSIBILITY"
10,CHRISTIAN,477,"JAWBREAKER BROOKLYN"
10,CHRISTIAN,480,"JEEPERS WEDDING"
10,CHRISTIAN,522,"LIFE TWISTED"
10,CHRISTIAN,530,"LORD ARIZONA"
10,CHRISTIAN,587,"MOD SECRETARY"
10,CHRISTIAN,694,"PREJUDICE OLEANDER"
10,CHRISTIAN,703,"PUNK DIVORCE"
10,CHRISTIAN,716,"REAP UNFAITHFUL"
10,CHRISTIAN,782,"SHAKESPEARE SADDLE"
10,CHRISTIAN,914,"TROUBLE DATE"
10,CHRISTIAN,929,"USUAL UNTOUCHABLES"
10,CHRISTIAN,930,"VACATION BOONDOCK"
10,CHRISTIAN,964,"WATERFRONT DELIVERANCE"
10,CHRISTIAN,966,"WEDDING APOLLO"
10,CHRISTIAN,980,"WIZARD COLDBLOODED"
10,CHRISTIAN,983,"WON DARES"
11,ZERO,118,"CANYON STOCK"
11,ZERO,205,"DANCES NONE"
11,ZERO,281,"ENCINO ELF"
11,ZERO,283,"ENDING CROWDS"
11,ZERO,348,"GANDHI KWAI"
11,ZERO,364,"GODFATHER DIARY"
11,ZERO,395,"HANDICAP BOONDOCK"
11,ZERO,429,"HONEY TIES"
11,ZERO,433,"HORN WORKING"
11,ZERO,453,"IMAGE PRINCESS"
11,ZERO,485,"JERSEY SASSY"
11,ZERO,532,"LOSER HUSTLER"
11,ZERO,567,"MEET CHOCOLATE"
11,ZERO,587,"MOD SECRETARY"
11,ZERO,597,"MOONWALKER FOOL"
11,ZERO,636,"OLEANDER CLUE"
11,ZERO,709,"RACER EGG"
11,ZERO,850,"STORY SIDE"
11,ZERO,854,"STRANGERS GRAFFITI"
11,ZERO,888,"THIN SAGEBRUSH"
11,ZERO,896,"TOOTSIE PILOT"
11,ZERO,928,"UPTOWN YOUNG"
11,ZERO,938,"VELVET TERMINATOR"
11,ZERO,969,"WEST LION"
11,ZERO,988,"WORKER TARZAN"
12,KARL,16,"ALLEY EVOLUTION"
12,KARL,17,"ALONE TRIP"
12,KARL,34,"ARABIA DOGMA"
12,KARL,37,"ARIZONA BANG"
12,KARL,91,"BOUND CHEAPER"
12,KARL,92,"BOWFINGER GABLES"
12,KARL,107,"BUNCH MINDS"
12,KARL,155,"CLEOPATRA DEVIL"
12,KARL,177,"CONNECTICUT TRAMP"
12,KARL,208,"DARES PLUTO"
12,KARL,213,"DATE SPEED"
12,KARL,216,"DAY UNFAITHFUL"
12,KARL,243,"DOORS PRESIDENT"
12,KARL,344,"FURY MURDER"
12,KARL,400,"HARDLY ROBBERS"
12,KARL,416,"HIGHBALL POTTER"
12,KARL,420,"HOLES BRANNIGAN"
12,KARL,457,"INDEPENDENCE HOTEL"
12,KARL,513,"LEATHERNECKS DWARFS"
12,KARL,540,"LUCKY FLYING"
12,KARL,593,"MONTEREY LABYRINTH"
12,KARL,631,"NOVOCAINE FLIGHT"
12,KARL,635,"OKLAHOMA JUMANJI"
12,KARL,672,"PERFECT GROOVE"
12,KARL,716,"REAP UNFAITHFUL"
12,KARL,728,"REUNION WITCHES"
12,KARL,812,"SMOKING BARBARELLA"
12,KARL,838,"STAGECOACH ARMAGEDDON"
12,KARL,871,"SWEDEN SHINING"
12,KARL,880,"TELEMARK HEARTBREAKERS"
12,KARL,945,"VIRGINIAN PLUTO"
13,UMA,17,"ALONE TRIP"
13,UMA,29,"ANTITRUST TOMATOES"
13,UMA,45,"ATTRACTION NEWTON"
13,UMA,87,"BOONDOCK BALLROOM"
13,UMA,110,"CABIN FLASH"
13,UMA,144,"CHINATOWN GLADIATOR"
13,UMA,154,"CLASH FREDDY"
13,UMA,162,"CLUELESS BUCKET"
13,UMA,203,"DAISY MENAGERIE"
13,UMA,254,"DRIVER ANNIE"
13,UMA,337,"FRIDA SLIPPER"
13,UMA,346,"GALAXY SWEETHEARTS"
13,UMA,381,"GRINCH MASSAGE"
13,UMA,385,"GROUNDHOG UNCUT"
13,UMA,427,"HOMEWARD CIDER"
13,UMA,456,"INCH JET"
13,UMA,513,"LEATHERNECKS DWARFS"
13,UMA,515,"LEGALLY SECRETARY"
13,UMA,522,"LIFE TWISTED"
13,UMA,524,"LION UNCUT"
13,UMA,528,"LOLITA WORLD"
13,UMA,571,"METAL ARMAGEDDON"
13,UMA,588,"MODEL FISH"
13,UMA,597,"MOONWALKER FOOL"
13,UMA,600,"MOTIONS DETAILS"
13,UMA,718,"REBEL AIRPORT"
13,UMA,729,"RIDER CADDYSHACK"
13,UMA,816,"SNOWMAN ROLLERCOASTER"
13,UMA,817,"SOLDIERS EVOLUTION"
13,UMA,832,"SPLASH GUMP"
13,UMA,833,"SPLENDOR PATTON"
13,UMA,843,"STEEL SANTA"
13,UMA,897,"TORQUE BOUND"
13,UMA,966,"WEDDING APOLLO"
13,UMA,998,"ZHIVAGO CORE"
14,VIVIEN,154,"CLASH FREDDY"
14,VIVIEN,187,"CRANES RESERVOIR"
14,VIVIEN,232,"DIRTY ACE"
14,VIVIEN,241,"DONNIE ALLEY"
14,VIVIEN,253,"DRIFTER COMMANDMENTS"
14,VIVIEN,255,"DRIVING POLISH"
14,VIVIEN,258,"DRUMS DYNAMITE"
14,VIVIEN,284,"ENEMY ODDS"
14,VIVIEN,292,"EXCITEMENT EVE"
14,VIVIEN,370,"GORGEOUS BINGO"
14,VIVIEN,415,"HIGH ENCINO"
14,VIVIEN,417,"HILLS NEIGHBORS"
14,VIVIEN,418,"HOBBIT ALIEN"
14,VIVIEN,454,"IMPACT ALADDIN"
14,VIVIEN,472,"ITALIAN AFRICAN"
14,VIVIEN,475,"JAPANESE RUN"
14,VIVIEN,495,"KENTUCKIAN GIANT"
14,VIVIEN,536,"LOVELY JINGLE"
14,VIVIEN,537,"LOVER TRUMAN"
14,VIVIEN,612,"MUSSOLINI SPOILERS"
14,VIVIEN,688,"POLISH BROOKLYN"
14,VIVIEN,759,"SALUTE APOLLO"
14,VIVIEN,764,"SATURDAY LAMBS"
14,VIVIEN,847,"STOCK GLASS"
14,VIVIEN,856,"STREETCAR INTENTIONS"
14,VIVIEN,890,"TIGHTS DAWN"
14,VIVIEN,908,"TRAP GUYS"
14,VIVIEN,919,"TYCOON GATHERING"
14,VIVIEN,948,"VOICE PEACH"
14,VIVIEN,970,"WESTWARD SEABISCUIT"
15,CUBA,31,"APACHE DIVINE"
15,CUBA,89,"BORROWERS BEDAZZLED"
15,CUBA,91,"BOUND CHEAPER"
15,CUBA,108,"BUTCH PANTHER"
15,CUBA,125,"CASSIDY WYOMING"
15,CUBA,236,"DIVINE RESURRECTION"
15,CUBA,275,"EGYPT TENENBAUMS"
15,CUBA,280,"EMPIRE MALKOVICH"
15,CUBA,326,"FLYING HOOK"
15,CUBA,342,"FUGITIVE MAGUIRE"
15,CUBA,414,"HELLFIGHTERS SIERRA"
15,CUBA,445,"HYDE DOCTOR"
15,CUBA,500,"KISS GLORY"
15,CUBA,502,"KNOCK WARLOCK"
15,CUBA,541,"LUKE MUMMY"
15,CUBA,553,"MAKER GABLES"
15,CUBA,594,"MONTEZUMA COMMAND"
15,CUBA,626,"NOON PAPI"
15,CUBA,635,"OKLAHOMA JUMANJI"
15,CUBA,745,"ROSES TREASURE"
15,CUBA,783,"SHANE DARKNESS"
15,CUBA,795,"SIEGE MADRE"
15,CUBA,817,"SOLDIERS EVOLUTION"
15,CUBA,886,"THEORY MERMAID"
15,CUBA,924,"UNFORGIVEN ZOOLANDER"
15,CUBA,949,"VOLCANO TEXAS"
15,CUBA,968,"WEREWOLF LOLA"
15,CUBA,985,"WONDERLAND CHRISTMAS"
16,FRED,80,"BLANKET BEVERLY"
16,FRED,87,"BOONDOCK BALLROOM"
16,FRED,101,"BROTHERHOOD BLANKET"
16,FRED,121,"CAROL TEXAS"
16,FRED,155,"CLEOPATRA DEVIL"
16,FRED,177,"CONNECTICUT TRAMP"
16,FRED,218,"DECEIVER BETRAYED"
16,FRED,221,"DELIVERANCE MULHOLLAND"
16,FRED,267,"EAGLES PANKY"
16,FRED,269,"EARRING INSTINCT"
16,FRED,271,"EASY GLADIATOR"
16,FRED,280,"EMPIRE MALKOVICH"
16,FRED,287,"ENTRAPMENT SATISFACTION"
16,FRED,345,"GABLES METROPOLIS"
16,FRED,438,"HUMAN GRAFFITI"
16,FRED,453,"IMAGE PRINCESS"
16,FRED,455,"IMPOSSIBLE PREJUDICE"
16,FRED,456,"INCH JET"
16,FRED,503,"KRAMER CHOCOLATE"
16,FRED,548,"MAGNIFICENT CHITTY"
16,FRED,582,"MIRACLE VIRTUAL"
16,FRED,583,"MISSION ZOOLANDER"
16,FRED,717,"REAR TRADING"
16,FRED,758,"SAINTS BRIDE"
16,FRED,779,"SENSE GREEK"
16,FRED,886,"THEORY MERMAID"
16,FRED,967,"WEEKEND PERSONAL"
17,HELEN,96,"BREAKING HOME"
17,HELEN,119,"CAPER MOTIONS"
17,HELEN,124,"CASPER DRAGONFLY"
17,HELEN,127,"CAT CONEHEADS"
17,HELEN,154,"CLASH FREDDY"
17,HELEN,199,"CUPBOARD SINNERS"
17,HELEN,201,"CYCLONE FAMILY"
17,HELEN,236,"DIVINE RESURRECTION"
17,HELEN,280,"EMPIRE MALKOVICH"
17,HELEN,310,"FEVER EMPIRE"
17,HELEN,313,"FIDELITY DEVIL"
17,HELEN,378,"GREATEST NORTH"
17,HELEN,457,"INDEPENDENCE HOTEL"
17,HELEN,469,"IRON MOON"
17,HELEN,478,"JAWS HARRY"
17,HELEN,500,"KISS GLORY"
17,HELEN,515,"LEGALLY SECRETARY"
17,HELEN,521,"LIES TREATMENT"
17,HELEN,573,"MICROCOSMOS PARADISE"
17,HELEN,603,"MOVIE SHAKESPEARE"
17,HELEN,606,"MUMMY CREATURES"
17,HELEN,734,"ROAD ROXANNE"
17,HELEN,770,"SCISSORHANDS SLUMS"
17,HELEN,794,"SIDE ARK"
17,HELEN,800,"SINNERS ATLANTIS"
17,HELEN,853,"STRANGER STRANGERS"
17,HELEN,873,"SWEETHEARTS SUSPECTS"
17,HELEN,874,"TADPOLE PARK"
17,HELEN,880,"TELEMARK HEARTBREAKERS"
17,HELEN,948,"VOICE PEACH"
17,HELEN,957,"WAR NOTTING"
17,HELEN,959,"WARLOCK WEREWOLF"
18,DAN,44,"ATTACKS HATE"
18,DAN,84,"BOILED DARES"
18,DAN,144,"CHINATOWN GLADIATOR"
18,DAN,172,"CONEHEADS SMOOCHY"
18,DAN,268,"EARLY HOME"
18,DAN,279,"ELIZABETH SHANE"
18,DAN,280,"EMPIRE MALKOVICH"
18,DAN,321,"FLASH WARS"
18,DAN,386,"GUMP DATE"
18,DAN,460,"INNOCENT USUAL"
18,DAN,462,"INSIDER ARIZONA"
18,DAN,484,"JERK PAYCHECK"
18,DAN,536,"LOVELY JINGLE"
18,DAN,561,"MASK PEACH"
18,DAN,612,"MUSSOLINI SPOILERS"
18,DAN,717,"REAR TRADING"
18,DAN,808,"SLING LUKE"
18,DAN,842,"STATE WASTELAND"
18,DAN,863,"SUN CONFESSIONS"
18,DAN,883,"TEQUILA PAST"
18,DAN,917,"TUXEDO MILE"
18,DAN,944,"VIRGIN DAISY"
19,BOB,2,"ACE GOLDFINGER"
19,BOB,3,"ADAPTATION HOLES"
19,BOB,144,"CHINATOWN GLADIATOR"
19,BOB,152,"CIRCUS YOUTH"
19,BOB,182,"CONTROL ANTHEM"
19,BOB,208,"DARES PLUTO"
19,BOB,212,"DARN FORRESTER"
19,BOB,217,"DAZED PUNK"
19,BOB,266,"DYNAMITE TARZAN"
19,BOB,404,"HATE HANDICAP"
19,BOB,428,"HOMICIDE PEACH"
19,BOB,473,"JACKET FRISCO"
19,BOB,490,"JUMANJI BLADE"
19,BOB,510,"LAWLESS VISION"
19,BOB,513,"LEATHERNECKS DWARFS"
19,BOB,644,"OSCAR GOLD"
19,BOB,670,"PELICAN COMFORTS"
19,BOB,673,"PERSONAL LADYBUGS"
19,BOB,711,"RAGING AIRPLANE"
19,BOB,750,"RUN PACIFIC"
19,BOB,752,"RUNNER MADIGAN"
19,BOB,756,"SADDLE ANTITRUST"
19,BOB,771,"SCORPION APOLLO"
19,BOB,785,"SHAWSHANK BUBBLE"
19,BOB,877,"TAXI KICK"
20,LUCILLE,1,"ACADEMY DINOSAUR"
20,LUCILLE,54,"BANGER PINOCCHIO"
20,LUCILLE,63,"BEDAZZLED MARRIED"
20,LUCILLE,140,"CHEAPER CLYDE"
20,LUCILLE,146,"CHITTY LOCK"
20,LUCILLE,165,"COLDBLOODED DARLING"
20,LUCILLE,231,"DINOSAUR SECRETARY"
20,LUCILLE,243,"DOORS PRESIDENT"
20,LUCILLE,269,"EARRING INSTINCT"
20,LUCILLE,274,"EGG IGBY"
20,LUCILLE,348,"GANDHI KWAI"
20,LUCILLE,366,"GOLDFINGER SENSIBILITY"
20,LUCILLE,445,"HYDE DOCTOR"
20,LUCILLE,478,"JAWS HARRY"
20,LUCILLE,492,"JUNGLE CLOSER"
20,LUCILLE,499,"KING EVOLUTION"
20,LUCILLE,527,"LOLA AGENT"
20,LUCILLE,531,"LOSE INCH"
20,LUCILLE,538,"LOVERBOY ATTACKS"
20,LUCILLE,589,"MODERN DORADO"
20,LUCILLE,643,"ORIENT CLOSER"
20,LUCILLE,652,"PAJAMA JAWBREAKER"
20,LUCILLE,663,"PATIENT SISTER"
20,LUCILLE,714,"RANDOM GO"
20,LUCILLE,717,"REAR TRADING"
20,LUCILLE,757,"SAGEBRUSH CLUELESS"
20,LUCILLE,784,"SHANGHAI TYCOON"
20,LUCILLE,863,"SUN CONFESSIONS"
20,LUCILLE,962,"WASTELAND DIVINE"
20,LUCILLE,977,"WINDOW SIDE"
21,KIRSTEN,6,"AGENT TRUMAN"
21,KIRSTEN,87,"BOONDOCK BALLROOM"
21,KIRSTEN,88,"BORN SPINAL"
21,KIRSTEN,142,"CHICKEN HELLFIGHTERS"
21,KIRSTEN,159,"CLOSER BANG"
21,KIRSTEN,179,"CONQUERER NUTS"
21,KIRSTEN,253,"DRIFTER COMMANDMENTS"
21,KIRSTEN,281,"ENCINO ELF"
21,KIRSTEN,321,"FLASH WARS"
21,KIRSTEN,398,"HANOVER GALAXY"
21,KIRSTEN,426,"HOME PITY"
21,KIRSTEN,429,"HONEY TIES"
21,KIRSTEN,497,"KILL BROTHERHOOD"
21,KIRSTEN,507,"LADYBUGS ARMAGEDDON"
21,KIRSTEN,530,"LORD ARIZONA"
21,KIRSTEN,680,"PINOCCHIO SIMON"
21,KIRSTEN,686,"PLUTO OLEANDER"
21,KIRSTEN,700,"PRIX UNDEFEATED"
21,KIRSTEN,702,"PULP BEVERLY"
21,KIRSTEN,733,"RIVER OUTLAW"
21,KIRSTEN,734,"ROAD ROXANNE"
21,KIRSTEN,798,"SILVERADO GOLDFINGER"
21,KIRSTEN,804,"SLEEPING SUSPECTS"
21,KIRSTEN,887,"THIEF PELICAN"
21,KIRSTEN,893,"TITANS JERK"
21,KIRSTEN,920,"UNBREAKABLE KARATE"
21,KIRSTEN,983,"WON DARES"
22,ELVIS,9,"ALABAMA DEVIL"
22,ELVIS,23,"ANACONDA CONFESSIONS"
22,ELVIS,56,"BAREFOOT MANCHURIAN"
22,ELVIS,89,"BORROWERS BEDAZZLED"
22,ELVIS,111,"CADDYSHACK JEDI"
22,ELVIS,146,"CHITTY LOCK"
22,ELVIS,291,"EVOLUTION ALTER"
22,ELVIS,294,"EXPECATIONS NATURAL"
22,ELVIS,349,"GANGS PRIDE"
22,ELVIS,369,"GOODFELLAS SALUTE"
22,ELVIS,418,"HOBBIT ALIEN"
22,ELVIS,430,"HOOK CHARIOTS"
22,ELVIS,483,"JERICHO MULAN"
22,ELVIS,491,"JUMPING WRATH"
22,ELVIS,495,"KENTUCKIAN GIANT"
22,ELVIS,536,"LOVELY JINGLE"
22,ELVIS,600,"MOTIONS DETAILS"
22,ELVIS,634,"ODDS BOOGIE"
22,ELVIS,648,"OUTLAW HANKY"
22,ELVIS,688,"POLISH BROOKLYN"
22,ELVIS,731,"RIGHT CRANES"
22,ELVIS,742,"ROOF CHAMPION"
22,ELVIS,775,"SEATTLE EXPECATIONS"
22,ELVIS,802,"SKY MIRACLE"
22,ELVIS,912,"TROJAN TOMORROW"
22,ELVIS,964,"WATERFRONT DELIVERANCE"
23,SANDRA,6,"AGENT TRUMAN"
23,SANDRA,42,"ARTIST COLDBLOODED"
23,SANDRA,78,"BLACKOUT PRIVATE"
23,SANDRA,105,"BULL SHAWSHANK"
23,SANDRA,116,"CANDIDATE PERDITION"
23,SANDRA,117,"CANDLES GRAPES"
23,SANDRA,125,"CASSIDY WYOMING"
23,SANDRA,212,"DARN FORRESTER"
23,SANDRA,226,"DESTINY SATURDAY"
23,SANDRA,235,"DIVIDE MONSTER"
23,SANDRA,254,"DRIVER ANNIE"
23,SANDRA,367,"GOLDMINE TYCOON"
23,SANDRA,370,"GORGEOUS BINGO"
23,SANDRA,414,"HELLFIGHTERS SIERRA"
23,SANDRA,419,"HOCUS FRIDA"
23,SANDRA,435,"HOTEL HAPPINESS"
23,SANDRA,449,"IDENTITY LOVER"
23,SANDRA,491,"JUMPING WRATH"
23,SANDRA,536,"LOVELY JINGLE"
23,SANDRA,549,"MAGNOLIA FORRESTER"
23,SANDRA,636,"OLEANDER CLUE"
23,SANDRA,649,"OZ LIAISONS"
23,SANDRA,673,"PERSONAL LADYBUGS"
23,SANDRA,691,"POSEIDON FOREVER"
23,SANDRA,766,"SAVANNAH TOWN"
23,SANDRA,782,"SHAKESPEARE SADDLE"
